Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,Cho_0,RT_0,OB_0,AS_0,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
2,5,10,0,0,0,0,0,43,110,48,17,0.7319999999999998,16.713999999999988,60.57299999999995,69.84500000000062,3,13,13,13,3,58,265,299,0,0,18,46,10.796999999999992,19,56,4.5,6,L,0.19540677966101694,0.28817241379310343,0.228577358490566,0.23359531772575248
3,1,1,0,0,0,0,0,85,43,118,6,1.2199999999999993,6.953999999999994,0.244,0.488,5,17,2,1,5,39,2,1,0,0,16,89,14.212999999999989,19,72,4,6,L,0.20042857142857143,0.1783076923076923,0.122,0.488
3,1,2,0,0,0,0,0,75,84,21,20,0.9149999999999996,0.8539999999999996,1.2809999999999993,3.903999999999997,4,5,8,13,4,5,8,16,0,0,18,63,27.632999999999978,19,110,4.5,6,L,0.25042105263157893,0.1708,0.160125,0.244
3,2,3,0,0,0,0,0,117,61,91,115,1.7689999999999988,1.4029999999999991,4.6969999999999965,1.8299999999999987,8,7,12,7,9,9,20,10,0,0,11,113,9.027999999999993,16,39,2.75,6,L,0.22493749999999998,0.15588888888888888,0.23484999999999998,0.183
3,2,4,0,0,0,0,0,51,38,14,16,4.818999999999996,0.061,1.8299999999999987,0.122,18,1,6,1,22,1,7,1,0,0,21,17,34.037999999999975,19,149,5.25,6,L,0.22723391812865495,0.061,0.2614285714285714,0.122
3,3,5,0,0,0,0,0,88,43,37,44,68.56400000000048,0.183,0.061,0.183,19,1,1,1,301,1,1,1,0,0.5,33,4,10.613999999999992,17,50,4.5,6,L,0.22557834757834755,0.183,0.061,0.183
3,3,6,0,0,0,0,0,61,67,76,68,0.305,0.7929999999999997,1.2199999999999993,1.3419999999999992,2,3,4,5,2,3,5,5,0,0.5,27,75,10.430999999999992,18,53,3.75,6,L,0.19519999999999998,0.2643333333333333,0.244,0.26839999999999997
3,4,7,0,0,0,0,0,1,28,73,25,5.977999999999995,51.60599999999996,0.366,0.244,14,18,1,1,27,221,1,1,0,0,19,66,5.977999999999995,13,28,4.75,6,L,0.21738181818181818,0.23351131221719454,0.366,0.244
3,4,8,0,0,0,0,0,53,41,14,116,0.6709999999999998,0.7319999999999998,0.183,22.325999999999983,4,4,1,16,4,4,1,96,0,0,17,13,13.846999999999989,17,54,4.25,6,L,0.2503103448275862,0.183,0.183,0.23256249999999998
3,5,9,0,0,0,0,0,17,55,49,58,0.305,0.427,1.1589999999999994,0.427,2,2,5,1,2,2,5,1,0,0.5,30,54,24.03399999999998,19,119,4.5,6,L,0.2011487603305785,0.2135,0.2318,0.427
3,5,10,0,0,0,0,0,6,114,4,3,1.7079999999999989,17.079999999999988,0.366,0.6709999999999998,9,17,2,5,11,78,2,5,0,0.5,38,65,16.10399999999999,19,72,5,6,L,0.2146024096385542,0.21897435897435896,0.183,0.13419999999999999
4,1,1,0,0,0,0,0,99,16,103,87,0.061,0.122,0.183,0.244,1,1,1,1,1,1,1,1,0,0,13,107,76.67700000000141,20,339,3.25,6,L,0.22569999999999998,0.122,0.183,0.244
4,1,2,0,0,0,0,0,51,31,28,33,2.3179999999999983,5.977999999999995,1.2199999999999993,0.9149999999999996,11,16,6,5,13,26,6,5,0,0.5,34,77,15.188999999999988,18,69,4.75,6,L,0.2135,0.2299230769230769,0.20333333333333334,0.183
4,2,3,0,0,0,0,0,29,1,120,25,0.5489999999999999,6.038999999999995,13.35899999999999,1.2199999999999993,2,15,17,5,2,22,65,6,0,0,18,88,13.05399999999999,19,72,4.5,6,L,0.18382432432432433,0.27449999999999997,0.20552307692307692,0.2033333333333333
4,2,4,0,0,0,0,0,75,64,41,21,0.183,0.488,0.366,0.122,1,1,1,2,1,1,1,2,0,0,18,42,50.50799999999996,20,241,4.5,6,L,0.20946694214876033,0.488,0.366,0.061
4,3,5,0,0,0,0,0,41,69,10,68,0.244,0.061,0.244,1.0979999999999994,3,1,2,5,3,1,2,5,0,0,19,2,16.28699999999999,18,72,4.75,6,L,0.22041333333333332,0.061,0.122,0.2196
4,3,6,0,0,0,0,0,25,23,33,18,0.183,0.5489999999999999,0.427,1.7079999999999989,3,1,2,8,3,1,2,10,0,0,22,54,14.822999999999988,17,66,5.5,6,L,0.2174782608695652,0.5489999999999999,0.2135,0.1708
4,4,7,0,0,0,0,0,92,16,21,51,8.051999999999994,1.0369999999999995,0.305,2.0129999999999986,16,4,2,6,39,4,2,7,0,0,19,14,1.8299999999999987,5,8,4.75,6,L,0.21025531914893617,0.25925,0.1525,0.28757142857142853
4,4,8,0,0,0,0,0,3,42,71,120,1.4029999999999991,0.061,0.366,0.8539999999999996,5,1,2,5,5,1,2,5,0,0,17,44,25.74199999999998,20,110,4.25,6,L,0.23604347826086955,0.061,0.183,0.1708
