Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,Cho_0,RT_0,OB_0,AS_0,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
24,3,6,0,0,0,0,0,52,59,57,11,4.147999999999997,0.7929999999999997,1.463999999999999,0.488,15,5,5,2,21,5,5,2,0,0.5,30,28,13.846999999999989,18,62,4.5,6,L,0.21680722891566265,0.1586,0.2928,0.244
24,4,7,0,0,0,0,0,101,22,19,74,2.1349999999999985,0.6099999999999999,0.427,0.183,11,2,1,2,12,2,2,2,0,0,17,36,21.044999999999984,19,100,4.25,6,L,0.20696428571428568,0.30499999999999994,0.2135,0.0915
24,4,8,0,0,0,0,0,7,3,53,6,0.122,5.245999999999996,1.9519999999999986,4.086999999999997,1,15,8,12,1,25,8,17,0,0.5,40,4,13.17599999999999,17,61,5.5,6,L,0.21448387096774194,0.20984,0.24399999999999997,0.24041176470588235
24,5,9,0,0,0,0,0,47,45,10,8,0.122,0.244,0.427,0.122,1,3,3,1,1,3,3,1,0,0,22,64,19.885999999999985,19,93,5.5,6,L,0.21285106382978722,0.08133333333333333,0.14233333333333334,0.122
24,5,10,0,0,0,0,0,25,14,51,33,0.183,1.585999999999999,12.99299999999999,1.0369999999999995,1,6,17,7,1,7,54,9,0,0,20,50,16.957999999999988,19,82,5,6,L,0.2065180722891566,0.22657142857142856,0.24061111111111108,0.11522222222222223
25,1,1,0,0,0,0,0,111,109,91,115,0.122,0.244,0.9149999999999996,1.1589999999999994,1,2,3,5,1,2,3,5,0,0.5,15,120,15.920999999999987,19,83,2.25,6,L,0.19098809523809523,0.122,0.305,0.23179999999999998
25,1,2,0,0,0,0,0,75,2,49,99,1.2199999999999993,1.463999999999999,0.122,0.122,4,11,1,1,4,12,1,1,0,0,15,11,22.142999999999983,19,114,3.75,6,L,0.1979915254237288,0.122,0.122,0.122
25,2,3,0,0,0,0,0,49,102,2,6,7.563999999999994,0.305,1.8299999999999987,0.8539999999999996,17,3,12,3,36,3,15,3,0,0,18,90,8.905999999999993,16,43,4.5,6,L,0.20848101265822783,0.10166666666666667,0.122,0.2846666666666667
25,2,4,0,0,0,0,0,73,112,63,40,1.8909999999999987,1.1589999999999994,0.7319999999999998,0.305,5,9,3,1,5,10,3,1,0,0,14,46,26.16899999999998,18,115,3.5,6,L,0.2338333333333333,0.1159,0.244,0.305
25,3,5,0,0,0,0,0,31,82,118,73,1.2809999999999993,0.427,0.366,0.427,4,2,2,3,4,2,2,3,0,0,13,25,13.663999999999989,17,65,3.25,6,L,0.21659420289855072,0.2135,0.183,0.14233333333333334
25,3,6,0,0,0,0,0,2,53,85,108,1.4029999999999991,0.7319999999999998,1.4029999999999991,1.646999999999999,6,7,7,8,6,7,7,9,0,0,15,105,7.197999999999994,17,39,3.75,6,L,0.19113333333333332,0.10457142857142857,0.20042857142857143,0.183
25,4,7,0,0,0,0,0,19,14,106,70,2.0739999999999985,0.366,8.661999999999994,0.9149999999999996,8,3,17,3,10,3,47,3,0,0,18,84,8.600999999999994,17,39,4.5,6,L,0.21785714285714286,0.122,0.18429787234042552,0.305
25,4,8,0,0,0,0,0,110,3,1,36,2.744999999999998,1.0369999999999995,12.93199999999999,1.585999999999999,12,6,17,4,16,6,65,5,0,0,19,6,11.89499999999999,19,58,4.75,6,L,0.19783783783783784,0.17283333333333334,0.19895384615384615,0.3171999999999999
25,5,9,0,0,0,0,0,103,26,63,84,1.0369999999999995,1.7689999999999988,4.330999999999997,1.7689999999999988,4,8,14,6,4,9,25,6,0,0,14,74,10.125999999999992,17,48,3.5,6,L,0.2146730769230769,0.19655555555555554,0.17323999999999998,0.2948333333333333
25,5,10,0,0,0,0,0,16,51,114,41,5.184999999999996,3.659999999999997,3.903999999999997,1.7079999999999989,14,12,14,10,31,21,22,10,0,0,17,119,9.271999999999993,16,53,4.25,6,L,0.17210714285714285,0.17428571428571427,0.17745454545454545,0.1708
26,1,1,0,0,0,0,0,92,53,96,98,0.183,0.366,0.183,0.122,1,2,2,1,1,2,2,1,0,0,12,50,72.10200000000088,20,306,3,6,L,0.2354560260586319,0.183,0.0915,0.122
26,1,2,0,0,0,0,0,75,63,114,116,9.820999999999993,0.7319999999999998,0.366,0.9759999999999995,19,5,3,3,41,5,3,4,0,0,11,115,16.10399999999999,19,66,2.75,6,L,0.24228971962616822,0.1464,0.122,0.24399999999999997
26,2,3,0,0,0,0,0,74,76,56,106,1.0369999999999995,1.2809999999999993,0.366,1.4029999999999991,8,7,2,6,8,10,2,6,0,0,12,60,13.785999999999989,19,76,3,6,L,0.1764642857142857,0.1281,0.183,0.23383333333333334
26,2,4,0,0,0,0,0,70,14,116,63,7.319999999999994,0.183,0.7319999999999998,1.4029999999999991,16,2,4,5,32,2,4,6,0,0,16,18,10.003999999999992,16,48,4,6,L,0.21655,0.0915,0.183,0.23383333333333334
26,3,5,0,0,0,0,0,63,34,31,115,1.646999999999999,0.061,0.9149999999999996,1.4029999999999991,10,1,7,8,12,1,7,10,0,0,16,77,17.262999999999987,17,79,4,6,L,0.2078021978021978,0.061,0.1307142857142857,0.1403
26,3,6,0,0,0,0,0,96,101,108,1,2.3789999999999982,0.7319999999999998,0.488,1.8299999999999987,8,4,3,7,9,4,3,7,0,0,13,100,10.186999999999992,16,48,3.25,6,L,0.22045614035087718,0.183,0.16266666666666665,0.2614285714285714
26,4,7,0,0,0,0,0,15,108,20,94,1.463999999999999,0.488,0.9759999999999995,13.48099999999999,5,4,4,15,5,4,5,49,0,0,17,19,4.269999999999997,11,21,4.25,6,L,0.22053846153846152,0.122,0.19519999999999998,0.2751224489795918
26,4,8,0,0,0,0,0,75,113,79,74,2.1959999999999984,0.7319999999999998,0.6709999999999998,1.8909999999999987,10,2,4,13,17,2,5,15,0,0.5,20,114,9.210999999999993,14,37,2.75,6,L,0.2112407407407407,0.366,0.13419999999999999,0.12606666666666666
26,5,9,0,0,0,0,0,46,83,5,79,1.4029999999999991,2.9889999999999977,1.2199999999999993,1.0979999999999994,6,13,8,4,6,14,8,4,0,0,17,64,19.641999999999985,18,89,4.25,6,L,0.22152631578947365,0.21349999999999997,0.1525,0.27449999999999997
26,5,10,0,0,0,0,0,14,59,26,116,1.3419999999999992,12.62699999999999,0.061,8.051999999999994,8,17,1,15,8,64,1,39,0,0,17,92,7.502999999999994,13,37,4.25,6,L,0.19655555555555554,0.19729687499999998,0.061,0.20646153846153845
27,1,1,0,0,0,0,0,19,77,116,42,0.122,0.061,0.366,0.122,1,1,3,1,1,1,3,1,0,0,16,79,68.86900000000051,20,291,4,6,L,0.23627054794520544,0.061,0.122,0.122
27,1,2,0,0,0,0,0,5,101,57,95,4.330999999999997,0.6709999999999998,5.428999999999996,0.427,12,3,13,3,17,3,20,3,0,0,15,91,20.922999999999984,17,94,3.75,6,L,0.22751351351351348,0.22366666666666665,0.27144999999999997,0.14233333333333334
27,2,3,0,0,0,0,0,44,7,66,43,1.646999999999999,2.3179999999999983,1.2199999999999993,1.2809999999999993,11,6,6,5,15,7,6,6,0,0,20,67,11.040999999999991,15,45,5,6,L,0.21146666666666664,0.33114285714285707,0.2033333333333333,0.2135
27,2,4,0,0,0,0,0,74,59,18,83,0.7929999999999997,4.7579999999999965,0.061,1.2809999999999993,2,14,1,6,2,23,1,7,0,0,16,111,9.027999999999993,15,54,4,6,L,0.175375,0.2068695652173913,0.061,0.183
27,3,5,0,0,0,0,0,22,19,14,85,1.463999999999999,0.305,3.476999999999997,2.9889999999999977,8,2,11,15,9,2,14,20,0,0.5,39,114,23.057999999999982,19,113,5.25,6,L,0.20099999999999998,0.1525,0.24835714285714283,0.14945
27,3,6,0,0,0,0,0,107,10,82,74,0.366,0.122,0.9149999999999996,0.183,3,1,3,2,3,1,3,2,0,0,14,45,59.96299999999995,20,277,3.5,6,L,0.21546071428571426,0.122,0.30499999999999994,0.0915
27,4,7,0,0,0,0,0,63,71,38,47,1.8909999999999987,2.9889999999999977,1.4029999999999991,0.183,10,10,8,2,11,10,9,2,0,0,18,12,9.637999999999993,18,51,4.5,6,L,0.18595161290322582,0.29889999999999994,0.15588888888888888,0.0915
27,4,8,0,0,0,0,0,28,13,25,21,1.7689999999999988,0.488,5.611999999999996,0.183,8,2,14,1,9,2,27,1,0,0,22,59,16.469999999999988,16,76,5.5,6,L,0.21457647058823529,0.244,0.20785185185185184,0.183
27,5,9,0,0,0,0,0,13,36,90,65,16.34799999999999,0.305,0.183,0.061,17,3,2,1,89,3,2,1,0,0,18,31,7.075999999999994,14,30,4.5,6,L,0.19684033613445376,0.10166666666666667,0.0915,0.061
27,5,10,0,0,0,0,0,47,5,50,116,0.8539999999999996,5.306999999999996,6.282999999999995,0.061,6,12,14,1,9,20,27,1,0,0,17,57,7.380999999999994,15,35,4.25,6,L,0.18715909090909091,0.26535,0.2327037037037037,0.061
28,1,1,0,0,0,0,0,85,102,88,107,0.488,3.2939999999999974,4.452999999999997,0.244,3,13,13,1,3,19,22,1,0,0,10,100,11.71199999999999,17,56,2.5,6,L,0.20677966101694914,0.17336842105263156,0.2024090909090909,0.244
28,1,2,0,0,0,0,0,109,53,22,19,0.305,0.244,0.427,1.1589999999999994,3,2,4,3,3,2,4,4,0,0,18,120,28.852999999999977,18,137,4.5,6,L,0.20827142857142855,0.122,0.10675,0.28974999999999995
28,2,3,0,0,0,0,0,25,32,36,24,4.879999999999996,2.3179999999999983,0.6099999999999999,0.6099999999999999,15,11,5,6,22,12,5,6,0,0.5,36,33,18.909999999999986,20,93,5.25,6,L,0.2068695652173913,0.19316666666666665,0.122,0.10166666666666667
28,2,4,0,0,0,0,0,11,6,84,39,0.8539999999999996,2.622999999999998,15.737999999999987,0.305,5,13,17,2,5,14,62,2,0,0,20,80,12.07799999999999,18,56,5,6,L,0.212,0.18735714285714286,0.25383870967741934,0.1525
28,3,5,0,0,0,0,0,96,25,30,93,0.061,0.122,1.2199999999999993,0.6099999999999999,1,1,7,2,1,1,8,2,0,0,16,100,59.35299999999995,20,268,4,6,L,0.2208698884758364,0.122,0.1525,0.305
28,3,6,0,0,0,0,0,19,76,55,15,1.585999999999999,6.709999999999995,5.062999999999996,1.8299999999999987,7,15,14,9,8,27,19,9,0,0,19,41,13.602999999999989,18,65,4.75,6,L,0.20806849315068493,0.24851851851851847,0.2664736842105263,0.20333333333333334
28,4,7,0,0,0,0,0,37,4,109,45,0.427,0.488,0.183,0.6099999999999999,2,4,2,4,2,4,2,4,0,0,18,90,36.41699999999997,20,170,4.5,6,L,0.21420930232558139,0.122,0.0915,0.1525
28,4,8,0,0,0,0,0,79,15,13,30,0.061,1.1589999999999994,0.488,1.8909999999999987,1,9,1,11,1,9,1,13,0,0,20,16,18.360999999999986,17,81,5,6,L,0.22465853658536583,0.12877777777777777,0.488,0.14546153846153845
28,5,9,0,0,0,0,0,21,14,69,33,2.3179999999999983,2.805999999999998,2.683999999999998,0.305,7,10,12,2,9,12,17,2,0,0,21,25,31.536999999999974,19,128,5.25,6,L,0.24711678832116785,0.2338333333333333,0.15788235294117647,0.1525
28,5,10,0,0,0,0,0,3,59,37,7,5.001999999999996,12.56599999999999,0.366,2.0129999999999986,16,16,2,9,26,43,2,9,0,0,21,88,11.71199999999999,18,64,5.25,6,L,0.1857111111111111,0.29223255813953486,0.183,0.22366666666666662
29,1,1,0,0,0,0,0,32,3,87,52,6.221999999999995,1.7079999999999989,9.881999999999993,1.7689999999999988,14,8,17,9,33,9,41,11,0,0,18,92,11.223999999999991,17,58,4.5,6,L,0.1917142857142857,0.18977777777777777,0.2410243902439024,0.1608181818181818
29,1,2,0,0,0,0,0,114,109,63,119,10.369999999999992,0.7319999999999998,0.9149999999999996,5.916999999999995,15,3,6,16,44,3,6,35,0,0.5,16,15,8.478999999999994,16,40,2.5,6,L,0.22439285714285712,0.244,0.1525,0.16905714285714285
29,2,3,0,0,0,0,0,110,80,75,11,0.244,3.2329999999999974,0.6709999999999998,0.6709999999999998,1,11,4,4,1,16,4,4,0,0,14,35,27.08399999999998,20,131,3.5,6,L,0.207030303030303,0.20206249999999998,0.16775,0.16775
29,2,4,0,0,0,0,0,17,85,99,22,2.3179999999999983,23.362999999999982,0.5489999999999999,0.488,12,18,3,2,16,111,4,2,0,0,17,102,9.515999999999993,17,39,4.25,6,L,0.21516363636363636,0.21047747747747747,0.13724999999999998,0.244
29,3,5,0,0,0,0,0,91,85,64,92,0.305,1.3419999999999992,0.366,1.0369999999999995,2,8,1,4,2,9,1,4,0,0.5,22,6,31.475999999999974,20,141,3.25,6,L,0.22224475524475523,0.1491111111111111,0.366,0.25925
29,3,6,0,0,0,0,0,58,104,38,17,0.6709999999999998,0.6709999999999998,1.8299999999999987,1.0979999999999994,4,3,6,6,4,4,7,6,0,0,17,83,19.641999999999985,17,75,4.25,6,L,0.257126582278481,0.16775,0.2614285714285714,0.183
29,4,7,0,0,0,0,0,31,76,19,71,7.441999999999994,1.2809999999999993,0.122,1.9519999999999986,16,8,2,6,38,8,2,8,0,0,18,24,11.650999999999991,19,56,4.5,6,L,0.20311702127659573,0.160125,0.061,0.244
29,4,8,0,0,0,0,0,12,4,42,6,2.9279999999999977,0.5489999999999999,0.122,0.183,14,4,1,2,16,4,1,2,0,0.5,41,48,13.663999999999989,16,57,5.75,6,L,0.2272876712328767,0.13724999999999998,0.122,0.0915
29,5,9,0,0,0,0,0,16,19,48,40,0.488,11.89499999999999,1.585999999999999,0.244,4,18,5,2,4,63,6,2,0,0,22,102,7.380999999999994,15,32,5.5,6,L,0.21858333333333332,0.1888095238095238,0.2643333333333333,0.122
29,5,10,0,0,0,0,0,117,51,58,80,1.2809999999999993,2.744999999999998,4.025999999999997,1.646999999999999,6,13,12,6,6,17,18,6,0,0,13,4,22.874999999999982,16,105,3.25,6,L,0.2176216216216216,0.16147058823529412,0.22366666666666665,0.27449999999999997
30,1,1,0,0,0,0,0,110,30,13,117,1.646999999999999,2.805999999999998,8.112999999999994,2.1959999999999984,7,8,16,9,8,9,45,11,0,0,15,62,13.724999999999989,18,73,3.75,6,L,0.18977777777777777,0.31177777777777776,0.1802888888888889,0.19963636363636364
30,1,2,0,0,0,0,0,3,52,97,108,0.366,0.427,0.244,0.488,2,3,1,3,2,3,1,3,0,0,14,39,21.837999999999983,19,96,3.5,6,L,0.22657142857142856,0.14233333333333334,0.244,0.16266666666666665
30,2,3,0,0,0,0,0,8,32,77,54,1.0979999999999994,0.8539999999999996,0.244,0.488,5,3,1,1,5,3,1,1,0,0,18,99,16.652999999999988,20,73,4.5,6,L,0.22757692307692307,0.2846666666666667,0.244,0.488
30,2,4,0,0,0,0,0,120,13,22,86,2.1349999999999985,4.452999999999997,16.28699999999999,0.427,8,10,17,1,13,17,76,1,0,0,17,85,7.441999999999994,15,34,4.25,6,L,0.2037659574468085,0.2619411764705882,0.21430263157894736,0.427
30,3,5,0,0,0,0,0,5,4,37,11,0.7929999999999997,23.179999999999982,1.0979999999999994,0.061,4,18,2,1,4,89,3,1,0,0.5,41,106,9.881999999999993,20,63,5.75,6,L,0.15932835820895522,0.26044943820224714,0.36599999999999994,0.061
30,3,6,0,0,0,0,0,50,18,15,32,1.4029999999999991,0.5489999999999999,3.2939999999999974,0.488,7,4,13,2,8,4,17,2,0,0,21,85,15.493999999999987,15,76,5.25,6,L,0.2011547619047619,0.13724999999999998,0.19376470588235292,0.244
30,4,7,0,0,0,0,0,20,79,18,63,0.183,0.244,2.8669999999999978,0.366,1,2,11,1,1,2,14,1,0,0,19,22,21.044999999999984,18,102,4.75,6,L,0.20609708737864077,0.122,0.2047857142857143,0.366
30,4,8,0,0,0,0,0,30,96,6,2,3.598999999999997,0.7929999999999997,0.061,1.4029999999999991,12,2,1,7,18,2,1,8,0,0,20,27,9.698999999999993,19,63,5,6,L,0.16417283950617284,0.3964999999999999,0.061,0.175375
30,5,9,0,0,0,0,0,42,39,90,86,0.244,0.183,0.061,0.122,2,1,1,1,2,1,1,1,0,0,16,40,56.729999999999954,20,259,4,6,L,0.21829118773946357,0.183,0.061,0.122
30,5,10,0,0,0,0,0,12,66,11,119,8.844999999999994,1.3419999999999992,0.366,0.305,12,5,2,3,41,5,2,3,0,0,18,3,8.600999999999994,13,39,4.5,6,L,0.218075,0.26839999999999997,0.183,0.10166666666666667
31,1,1,0,0,0,0,0,120,111,95,65,3.2329999999999974,0.122,0.488,0.5489999999999999,14,1,4,1,19,1,4,1,0,0,11,113,12.56599999999999,19,57,2.75,6,L,0.20788157894736842,0.122,0.122,0.5489999999999999
31,1,2,0,0,0,0,0,97,4,57,28,0.122,0.6709999999999998,1.463999999999999,0.427,2,1,8,2,2,1,11,2,0,0,17,55,31.597999999999974,20,144,4.25,6,L,0.21726027397260272,0.6709999999999998,0.1330909090909091,0.2135
31,2,3,0,0,0,0,0,30,96,57,31,1.0369999999999995,0.7929999999999997,0.6099999999999999,0.9759999999999995,5,2,4,4,6,2,4,4,0,0,17,52,29.889999999999976,19,134,4.25,6,L,0.22090714285714283,0.39649999999999996,0.1525,0.244
31,2,4,0,0,0,0,0,101,43,39,48,0.488,1.3419999999999992,0.244,0.366,2,5,2,1,2,6,2,1,0,0.5,32,105,15.371999999999987,15,64,4.25,6,L,0.2403030303030303,0.22366666666666665,0.122,0.366
31,3,5,0,0,0,0,0,75,120,41,16,1.0369999999999995,2.683999999999998,0.244,1.3419999999999992,8,12,2,7,8,16,2,7,0,0,16,68,23.48499999999998,18,104,4,6,L,0.21894642857142854,0.16775,0.122,0.1917142857142857
31,3,6,0,0,0,0,0,31,9,29,105,0.5489999999999999,0.6099999999999999,8.234999999999994,9.088999999999993,5,3,15,16,5,3,38,44,0,0,18,3,7.9299999999999935,18,43,4.5,6,L,0.17664583333333334,0.20333333333333334,0.21671052631578946,0.2065681818181818
31,4,7,0,0,0,0,0,1,83,37,11,2.500999999999998,4.086999999999997,0.6099999999999999,4.269999999999997,9,15,3,14,11,28,4,25,0,0,20,81,4.635999999999997,15,28,5,6,L,0.183,0.1459642857142857,0.1525,0.1708
31,4,8,0,0,0,0,0,85,31,26,22,0.244,0.6099999999999999,0.488,0.9149999999999996,1,3,2,4,1,3,2,4,0,0,19,96,47.39699999999996,20,214,4.75,6,L,0.2215860465116279,0.20333333333333334,0.244,0.22874999999999995
31,5,9,0,0,0,0,0,5,71,4,113,0.427,2.0739999999999985,11.83399999999999,0.8539999999999996,3,8,17,3,3,10,47,3,0,0,18,10,87.71800000000269,20,356,4.5,6,L,0.24552924791086347,0.2074,0.25178723404255315,0.28466666666666657
31,5,10,0,0,0,0,0,44,16,94,98,3.2939999999999974,0.9149999999999996,11.589999999999991,0.122,15,3,17,2,22,4,54,2,0,0,16,87,5.489999999999996,13,24,4,6,L,0.19095652173913044,0.22875,0.21462962962962961,0.061
32,1,1,0,0,0,0,0,72,114,94,39,1.1589999999999994,0.122,1.7689999999999988,1.2809999999999993,8,1,6,6,8,1,7,7,0,0,14,3,35.318999999999974,20,165,3.5,6,L,0.21085549132947976,0.122,0.2527142857142857,0.183
32,1,2,0,0,0,0,0,17,28,100,77,17.872999999999987,0.7319999999999998,0.061,0.061,18,4,1,1,81,4,1,1,0,0,16,104,9.881999999999993,14,40,4,6,L,0.22938016528925617,0.183,0.061,0.061
32,2,3,0,0,0,0,0,45,6,91,109,0.9759999999999995,3.720999999999997,5.489999999999996,1.646999999999999,5,15,16,6,5,18,28,6,0,0,16,72,21.288999999999984,19,125,4,6,L,0.17126923076923076,0.2067222222222222,0.19607142857142856,0.27449999999999997
32,2,4,0,0,0,0,0,13,78,99,30,5.855999999999995,0.366,0.8539999999999996,0.122,17,3,5,1,30,3,5,1,0,0,16,14,10.308999999999992,19,51,4,6,L,0.19956790123456788,0.122,0.1708,0.122
32,3,5,0,0,0,0,0,66,13,17,18,2.1349999999999985,0.366,1.0979999999999994,0.427,10,2,4,5,11,2,4,5,0,0.5,40,39,12.62699999999999,17,65,5.5,6,L,0.19423684210526315,0.183,0.27449999999999997,0.0854
32,3,6,0,0,0,0,0,94,92,26,7,5.306999999999996,0.366,2.439999999999998,1.9519999999999986,13,1,8,9,26,1,12,10,0,0,17,5,5.489999999999996,14,29,4.25,6,L,0.1963090909090909,0.366,0.2033333333333333,0.19519999999999998
32,4,7,0,0,0,0,0,28,26,104,51,6.282999999999995,2.1959999999999984,2.622999999999998,0.9759999999999995,15,8,12,3,25,9,12,3,0,0,16,18,9.149999999999993,16,49,4,6,L,0.20855405405405403,0.244,0.21858333333333332,0.3253333333333333
32,4,8,0,0,0,0,0,114,75,7,47,2.744999999999998,3.476999999999997,2.683999999999998,0.6099999999999999,13,15,13,3,16,18,16,3,0,0,16,120,9.210999999999993,19,47,4,6,L,0.18977777777777777,0.19316666666666665,0.16774999999999998,0.20333333333333334
32,5,9,0,0,0,0,0,11,2,6,59,1.8909999999999987,0.7929999999999997,5.7339999999999955,11.650999999999991,8,3,9,16,9,3,13,47,0,0.5,40,4,6.953999999999994,19,39,5.5,6,L,0.18427083333333333,0.2643333333333333,0.4410769230769229,0.24789361702127657
32,5,10,0,0,0,0,0,15,73,16,70,0.244,0.305,0.366,0.5489999999999999,1,2,4,3,1,2,4,3,0,0,19,17,38.30799999999997,20,155,4.75,6,L,0.2471282051282051,0.1525,0.0915,0.183
33,1,1,0,0,0,0,0,95,30,6,7,2.8669999999999978,0.7929999999999997,0.7929999999999997,0.183,15,3,1,2,18,3,1,2,0,0,20,31,18.909999999999986,19,100,5,6,L,0.18455084745762712,0.2643333333333333,0.7929999999999997,0.0915
33,1,2,0,0,0,0,0,72,20,37,79,0.061,0.366,0.7929999999999997,1.7689999999999988,1,1,5,7,1,1,5,7,0,0,18,45,93.08600000000331,20,352,4.5,6,L,0.2638725212464589,0.366,0.1586,0.2527142857142857
33,2,3,0,0,0,0,0,52,48,118,114,1.0369999999999995,1.7079999999999989,2.622999999999998,0.6709999999999998,3,5,8,3,4,7,12,4,0,0,13,112,12.13899999999999,19,63,3.25,6,L,0.19665671641791044,0.244,0.21858333333333332,0.16775
33,2,4,0,0,0,0,0,18,25,66,20,6.526999999999995,0.366,0.061,0.122,12,2,1,1,30,2,1,1,0,0,21,19,9.088999999999993,17,48,5.25,6,L,0.2002051282051282,0.183,0.061,0.122
33,3,5,0,0,0,0,0,99,33,16,20,1.3419999999999992,0.9759999999999995,2.3789999999999982,0.8539999999999996,7,6,9,5,7,7,12,5,0,0,19,19,6.648999999999995,13,34,4.75,6,L,0.19490243902439025,0.13942857142857143,0.19824999999999998,0.1708
33,3,6,0,0,0,0,0,53,41,48,47,0.9759999999999995,1.7079999999999989,0.8539999999999996,2.439999999999998,5,10,5,8,5,10,5,10,0,0.5,34,60,19.519999999999985,19,93,4.75,6,L,0.20914285714285713,0.1708,0.1708,0.24399999999999994
33,4,7,0,0,0,0,0,70,68,17,32,0.305,0.061,0.183,8.783999999999994,3,1,1,13,3,1,1,33,0,0,19,14,17.140999999999988,17,67,4.75,6,L,0.24922857142857138,0.061,0.183,0.26618181818181813
33,4,8,0,0,0,0,0,10,3,1,60,0.488,1.646999999999999,6.465999999999995,1.0369999999999995,1,7,14,6,1,8,25,6,0,0.5,40,58,15.615999999999987,19,94,5.5,6,L,0.1695157894736842,0.205875,0.25864,0.17283333333333334
33,5,9,0,0,0,0,0,7,3,92,71,2.2569999999999983,4.269999999999997,29.462999999999976,0.6099999999999999,7,11,17,3,9,14,139,3,0,0,19,36,7.807999999999994,14,34,4.75,6,L,0.23406976744186045,0.30499999999999994,0.2119640287769784,0.20333333333333334
33,5,10,0,0,0,0,0,39,19,17,78,2.1959999999999984,2.9279999999999977,4.879999999999996,2.500999999999998,12,9,16,8,14,12,30,11,0,0,20,46,10.552999999999992,18,55,5,6,L,0.184768115942029,0.244,0.16266666666666665,0.22736363636363635
34,1,1,0,0,0,0,0,1,41,50,54,12.13899999999999,6.404999999999995,0.488,2.2569999999999983,16,16,3,8,42,22,3,9,0,0,19,94,6.648999999999995,14,27,4.75,6,L,0.2722898550724637,0.2911363636363636,0.16266666666666665,0.2507777777777777
34,1,2,0,0,0,0,0,73,75,76,78,0.061,0.6099999999999999,1.463999999999999,0.6099999999999999,1,4,6,5,1,5,6,5,0,1,36,119,18.726999999999986,18,82,3,6,L,0.22636144578313253,0.122,0.244,0.122
34,2,3,0,0,0,0,0,75,55,102,56,0.5489999999999999,3.0499999999999976,0.183,2.1349999999999985,3,13,1,9,3,15,1,12,0,0,13,44,20.007999999999985,20,111,3.25,6,L,0.18032456140350878,0.20333333333333334,0.183,0.17791666666666667
34,2,4,0,0,0,0,0,17,90,61,112,0.122,0.366,1.585999999999999,0.8539999999999996,1,1,8,5,1,1,11,5,0,0,15,114,12.93199999999999,17,58,3.75,6,L,0.2212542372881356,0.366,0.1441818181818182,0.1708
34,3,5,0,0,0,0,0,67,48,41,2,0.183,0.122,0.9759999999999995,0.9759999999999995,2,2,5,5,2,2,5,6,0,0,20,44,31.841999999999974,20,152,5,6,L,0.20795454545454545,0.061,0.19519999999999998,0.16266666666666665
34,3,6,0,0,0,0,0,17,22,112,119,2.0739999999999985,1.7689999999999988,2.439999999999998,0.061,10,5,11,1,11,6,13,1,0,0,16,91,17.445999999999987,17,80,4,6,L,0.21450549450549447,0.2948333333333332,0.18769230769230769,0.061
34,4,7,0,0,0,0,0,41,10,40,9,0.183,0.8539999999999996,0.305,1.2199999999999993,1,2,2,5,1,2,2,5,0,0,22,45,57.76699999999995,19,226,5.5,6,L,0.25528634361233477,0.427,0.1525,0.244
34,4,8,0,0,0,0,0,119,96,93,95,0.366,0.122,0.366,1.1589999999999994,1,1,2,5,1,1,2,5,0,0.5,20,32,27.571999999999978,18,116,2.75,6,L,0.23878632478632475,0.122,0.183,0.2318
34,5,9,0,0,0,0,0,76,8,56,35,23.78999999999998,0.122,0.366,1.524999999999999,17,1,2,10,99,1,3,10,0,0,18,5,3.720999999999997,10,21,4.5,6,L,0.22925833333333331,0.122,0.122,0.1525
34,5,10,0,0,0,0,0,37,20,113,114,0.183,8.051999999999994,3.903999999999997,1.1589999999999994,2,17,15,7,2,34,17,8,0,0,15,92,12.99299999999999,19,71,3.75,6,L,0.1804931506849315,0.23682352941176468,0.22964705882352937,0.144875
35,1,1,0,0,0,0,0,39,40,8,42,1.0979999999999994,0.5489999999999999,0.6099999999999999,0.5489999999999999,8,3,2,2,9,3,2,2,0,0.5,36,92,39.71099999999997,20,180,5.25,6,L,0.2159206349206349,0.183,0.305,0.27449999999999997
35,1,2,0,0,0,0,0,16,25,18,53,7.685999999999994,0.122,1.7689999999999988,20.678999999999984,15,1,9,15,33,1,9,81,0,0,21,54,9.088999999999993,15,39,5.25,6,L,0.2329861111111111,0.122,0.19655555555555554,0.2552962962962963
35,2,3,0,0,0,0,0,13,57,24,60,9.210999999999993,30.377999999999975,0.305,0.5489999999999999,18,18,2,2,37,112,2,2,0,0,20,18,10.918999999999992,18,51,5,6,L,0.22874999999999998,0.2712321428571428,0.1525,0.27449999999999997
35,2,4,0,0,0,0,0,32,28,11,72,1.585999999999999,1.7079999999999989,0.305,1.0979999999999994,8,11,1,6,8,13,1,6,0,0,20,98,32.32999999999998,20,139,5,6,L,0.23072108843537412,0.13138461538461538,0.305,0.183
35,3,5,0,0,0,0,0,20,107,31,106,0.183,0.305,0.366,3.1109999999999975,1,2,3,9,1,2,3,12,0,0,15,21,21.532999999999983,19,96,3.75,6,L,0.22387628865979378,0.1525,0.122,0.2592499999999999
